Date,Pharmacy,Location,Drug,Brand,Price,Quantity,Supplier_Name,Batch_Number,Expiry_Date,Sales_Channel,Drug_Form,pharmacy_total_sales,pharmacy_avg_price,brand_avg_price,unusual_discount,rare_brand_flag,supplier_rare_ratio,suspicious_channel,sales_spike_flag,days_to_expiry,near_expiry,risk_score,iso_score,iso_flag,lof_flag,lof_score,svm_score,svm_flag,ensemble_flag
2024-06-24,"Ferrell, Rice and Maddox",Rural,Artemisinin,MediPlus,933.64,21.0,"Daniels, Adkins and Brown",lV-32260-vY,2027-04-18,Market Stall,Capsule,11236.0,2510.8791943127962,2546.82506,1,0,0.0,1,0,586,0,2,0.01724769997462061,0,0,1.0062685731634011,1.3613070884134277,0,0
2024-10-01,Harrell LLC,Urban,Ciprofloxacin,PharmaTrust,2739.75,71.0,Yu Inc,cE-34216-om,2027-01-20,In-Store,Tablet,10645.0,2453.6826699029125,2585.3493869731797,0,0,0.0,0,0,498,0,0,0.023781391071227342,0,0,1.0037104456589299,2.1934952189162242,0,0
2025-04-16,Allen-Allen,Rural,Amlodipine,PharmaTrust,959.16,1.0,"Stanley, Tucker and Lee",bQ-75433-mz,2026-01-05,Market Stall,Injection,9906.0,2475.600879396985,2693.854766536965,1,0,0.0,1,0,118,0,2,0.013501192576194365,0,0,1.0249922691736724,1.7478774045111596,0,0
2024-08-11,"Ferrell, Rice and Maddox",Urban,Coartem,BioCare,4240.01,65.0,Hancock Inc,RI-14586-vb,2025-07-24,In-Store,Syrup,11236.0,2510.8791943127962,2554.9203246753245,0,0,0.0031545741324921135,0,0,-47,1,1,0.0107061723988639,0,0,1.025280712395327,3.886908890471048,0,0
2025-03-31,Morales-Jones,Urban,Coartem,MediPlus,3074.93,63.0,"Brooks, Lam and Hayes",gM-42940-Bw,2026-11-12,In-Store,Injection,9250.0,2586.542786885246,2511.35,0,0,0.0,0,0,429,0,0,0.023349380499940564,0,0,0.9927843438002389,2.6535386403583505,0,0
2025-02-24,"Reid, Ferguson and Sanchez",Urban,Amoxicillin,MediPlus,611.14,63.0,"Woods, Calhoun and Schmidt",yK-56981-mq,2025-05-30,In-Store,Syrup,9712.0,2619.77625,2638.3437763713077,1,0,0.0,0,0,-102,1,2,0.019929644572523164,0,0,0.990047975484812,2.791889438702505,0,0
2025-01-25,Garcia-James,Rural,Coartem,PharmaTrust,4828.94,70.0,Novak PLC,xB-60883-eQ,2027-04-11,Market Stall,Syrup,12036.0,2445.7318502202643,2500.6434980988593,0,0,0.010169491525423728,1,0,579,0,1,-0.0012153928841802664,1,1,1.1122078354949412,-1.682594697066845,1,1
2024-08-31,Spence PLC,Rural,Ciprofloxacin,BioCare,2302.88,67.0,Unknown,tQ-95148-Au,2026-03-04,In-Store,Syrup,9278.0,2753.7145454545457,2743.3452906976745,0,0,0.0,0,0,176,0,0,0.023374350577643976,0,0,1.009097932826786,1.6841790222488573,0,0
2025-01-20,Williams and Sons,Urban,Amlodipine,HealthFirst,3024.51,1.0,Chapman and Sons,Qy-48236-RV,2027-03-28,Market Stall,Tablet,10187.0,2580.29931372549,2647.837576419214,0,0,0.0,1,0,565,0,1,0.018679307403112688,0,0,1.0075682118574374,2.7985935391197536,0,0
2024-07-01,Williams and Sons,Urban,Amoxicillin,MediPlus,2667.95,36.0,House-Glover,at-99468-sn,2026-03-25,Mobile Van,Syrup,10187.0,2580.29931372549,2638.3437763713077,0,0,0.0,1,0,197,0,1,0.029405042170260687,0,0,0.9902394510189526,5.548025166267539,0,0
2025-02-27,Rodriguez LLC,Rural,Amlodipine,PharmaTrust,4346.42,7.0,House-Glover,vf-21489-Wp,2026-09-30,Market Stall,Tablet,11001.0,2465.0583023255817,2693.854766536965,0,0,0.0,1,0,386,0,1,0.016741836306477853,0,0,1.0159837679218007,1.9566832541024404,0,0
2024-08-23,Davis and Sons,Rural,Amlodipine,MediPlus,1393.55,25.0,Novak and Sons,pE-33200-NX,2025-06-21,Mobile Van,Syrup,9195.0,2652.435303867403,2644.0021794871795,1,0,0.0,1,0,-80,1,3,0.0032256398697299016,0,0,1.0004897339835301,2.3726065476134863,0,0
2024-10-18,"Hoffman, Baker and Richards",Urban,Metformin,MediPlus,2327.03,71.0,"Robinson, Jones and Welch",zp-69367-jP,2026-10-12,In-Store,Tablet,10962.0,2627.231294642857,2606.7418627450984,0,0,0.0,0,0,398,0,0,0.028702421268911482,0,0,0.9911795694358736,4.0186043074495785,0,0
2024-04-27,"Gardner, Robinson and Lawrence",Urban,Paracetamol,PharmaTrust,1225.99,52.0,Jones Inc,Dd-16328-Jp,2027-04-08,In-Store,Syrup,10821.0,2662.707175925926,2737.1359915611815,1,0,0.001557632398753894,0,0,576,0,1,0.008323218282332845,0,0,1.0093010917061644,3.124671032844459,0,0
2025-03-20,"Walter, Edwards and Rios",Urban,Ciprofloxacin,PharmaTrust,1569.2,90.0,"Stanley, Tucker and Lee",JM-17278-uW,2027-03-19,Market Stall,Capsule,11030.0,2514.259953051643,2585.3493869731797,1,0,0.0,1,0,556,0,2,0.01686939930983361,0,0,1.0042253408682877,2.175386596846467,0,0
2024-10-13,Abbott-Munoz,Urban,Metformin,MediPlus,2980.07,70.0,Walker LLC,kV-98687-EC,2025-11-13,Market Stall,Injection,10754.0,2703.395693069307,2606.7418627450984,0,0,0.0,1,0,65,1,2,0.01510452092158765,0,0,0.9906137692803102,4.793126617971911,0,0
2025-02-10,Davis and Sons,Urban,Chloroquine,HealthFirst,473.02,66.0,Chapman and Sons,rC-34873-eT,2025-12-03,In-Store,Tablet,9195.0,2652.435303867403,2634.855888429752,1,0,0.0,0,0,85,1,2,-0.003545288678935221,1,0,0.9980543856622834,3.0991736226712856,0,0
2024-07-25,Harrell LLC,Urban,Ibuprofen,HealthFirst,2978.81,6.0,Hancock Inc,ij-45581-oy,2026-10-17,In-Store,Capsule,10645.0,2453.6826699029125,2446.280767716535,0,0,0.0031545741324921135,0,0,403,0,0,0.0030786221318273577,0,0,1.0500225442721192,1.200835737395625,0,0
2024-06-23,Rodriguez LLC,Rural,Metformin,BioCare,1345.69,51.0,Jones Inc,ID-31665-Ad,2025-10-03,Market Stall,Injection,11001.0,2465.0583023255817,2725.9835907335905,1,0,0.001557632398753894,1,0,24,1,3,0.002529832646477659,0,0,1.0069969305734496,3.2561136743573016,0,0
2025-03-14,"Snyder, Campos and Callahan",Rural,Artemisinin,MediPlus,551.65,28.0,Williams PLC,yE-66909-aw,2025-12-13,Mobile Van,Syrup,11369.0,2554.0654976303317,2546.82506,1,0,0.0,1,0,95,0,2,0.02780381511980906,0,0,1.0092209031474146,3.3212699982887663,0,0
2025-02-11,Perez Inc,Urban,Ibuprofen,HealthFirst,2303.29,70.0,Henderson-Bernard,oF-66889-or,2026-03-30,Mobile Van,Tablet,10540.0,2520.846690140845,2446.280767716535,0,0,0.0,1,0,202,0,1,0.02028373591555399,0,0,1.0069757435885072,3.6672070107620236,0,0
2024-10-30,Rodriguez LLC,Rural,Artemisinin,HealthFirst,1469.44,14.0,"Stanley, Tucker and Lee",Di-06562-NI,2025-05-16,Market Stall,Syrup,11001.0,2465.0583023255817,2628.1365535714285,1,0,0.0,1,0,-116,1,3,0.0059897410595753375,0,0,1.0074417888134568,1.8415101845174018,0,0
2025-04-12,"Flowers, Martin and Kelly",Rural,Chloroquine,BioCare,1177.27,82.0,Yu Inc,PB-69901-iD,2025-09-14,Mobile Van,Capsule,9479.0,2505.2852747252746,2746.7340714285715,1,0,0.0,1,0,5,1,3,0.013968211994510316,0,0,1.001951182106814,1.1690594574202073,0,0
2024-05-14,James Group,Urban,Artemisinin,BioCare,411.62,43.0,Novak PLC,uv-46537-Wy,2025-11-28,In-Store,Injection,10165.0,2818.879725,2560.6554583333336,1,0,0.010169491525423728,0,0,80,1,2,-0.005010401061299963,1,0,1.037238803323806,-0.18915447930373475,1,1
2025-02-11,Blair PLC,Rural,Coartem,MediPlus,736.99,89.0,Jones Inc,VI-64170-dw,2025-10-17,In-Store,Tablet,10803.0,2773.851377777778,2511.35,1,0,0.001557632398753894,0,0,38,1,2,0.00832064388153475,0,0,1.0411969965417203,1.4901979825828544,0,0
2025-01-02,Morales-Jones,Urban,Ciprofloxacin,BioCare,1950.33,6.0,Jones Inc,bN-10033-jp,2025-08-02,Mobile Van,Syrup,9250.0,2586.542786885246,2743.3452906976745,0,0,0.001557632398753894,1,0,-38,1,2,0.02083087891693436,0,0,1.0308215296474381,2.511055180164048,0,0
2024-10-25,Allen-Allen,Urban,Artemisinin,PharmaTrust,4874.42,96.0,Jones Inc,Xx-19374-kM,2026-08-10,In-Store,Syrup,9906.0,2475.600879396985,2654.106113207547,0,0,0.001557632398753894,0,0,335,0,0,0.009712116111966484,0,0,1.0253598060185833,0.8990234936943438,0,0
2025-02-09,Dudley Group,Rural,Amoxicillin,BioCare,3955.46,53.0,"Daniels, Adkins and Brown",bt-12419-KR,2027-04-01,Market Stall,Syrup,10990.0,2655.095737327189,2536.5829870129874,0,0,0.0,1,0,569,0,1,0.024816035016431648,0,0,0.9954096138480671,3.3868866831124276,0,0
2024-09-17,"Flowers, Martin and Kelly",Urban,Artemisinin,MediPlus,4321.25,29.0,Unknown,gS-63193-Xt,2027-02-15,Mobile Van,Injection,9479.0,2505.2852747252746,2546.82506,0,0,0.0,1,0,524,0,1,0.030752825164924225,0,0,1.010008303053653,1.7000644203565365,0,0
2025-01-15,"Reid, Ferguson and Sanchez",Urban,Ibuprofen,HealthFirst,2112.64,36.0,Yu Inc,IB-91905-Qx,2025-06-18,In-Store,Injection,9712.0,2619.77625,2446.280767716535,0,0,0.0,0,0,-83,1,1,0.01565282910555804,0,0,1.0128443740530444,2.331806675688883,0,0
2024-11-07,Perez Inc,Rural,Coartem,MediPlus,753.64,34.0,Jones-Young,Bx-50671-OD,2026-10-27,Market Stall,Injection,10540.0,2520.846690140845,2511.35,1,0,0.0,1,0,413,0,2,0.011682602471626946,0,0,0.9963613923358017,3.2088493137739533,0,0
2024-06-23,"Mcclain, Miller and Henderson",Urban,Chloroquine,BioCare,2294.69,66.0,"Robinson, Jones and Welch",ZI-62849-XE,2026-04-22,Mobile Van,Syrup,8783.0,2658.6244444444446,2746.7340714285715,0,0,0.0,1,0,225,0,1,0.03461065424197429,0,0,1.011772190670761,2.7409054797942787,0,0
2024-10-11,James Group,Urban,Ciprofloxacin,HealthFirst,1948.26,9.0,House-Glover,rC-94531-pW,2026-04-21,Mobile Van,Injection,10165.0,2818.879725,2466.97979757085,0,0,0.0,1,0,224,0,1,0.019495870489412426,0,0,1.044829545746269,1.1418690580594077,0,0
2024-12-02,Rodriguez LLC,Urban,Metformin,PharmaTrust,1765.68,90.0,Gomez-Jenkins,ul-96507-Fn,2026-01-26,Market Stall,Syrup,11001.0,2465.0583023255817,2580.231631799163,1,0,0.0,1,0,139,0,2,0.012677374380407336,0,0,1.007393414065424,3.061951355585533,0,0
2025-02-28,Arnold Ltd,Rural,Ciprofloxacin,HealthFirst,3154.47,39.0,Unknown,Ja-45494-Hm,2025-07-01,Market Stall,Tablet,9440.0,2769.4246073298427,2466.97979757085,0,0,0.0,1,0,-70,1,2,0.017868895313661315,0,0,1.0151706102118232,1.92972172685114,0,0
2024-07-27,"Reid, Ferguson and Sanchez",Rural,Ibuprofen,BioCare,2431.94,57.0,House-Glover,PT-67837-FC,2027-01-01,In-Store,Capsule,9712.0,2619.77625,2668.8124896265563,0,0,0.0,0,0,479,0,0,0.02287004613438487,0,0,0.9944870697056926,3.87495247288982,0,0
2024-05-01,"Martin, Rose and Obrien",Urban,Artemisinin,BioCare,648.26,97.0,"Johnston, Sanchez and Kennedy",tQ-14363-Lx,2026-04-28,Market Stall,Injection,9534.0,2607.434135135135,2560.6554583333336,1,0,0.0,1,0,231,0,2,0.018123848475822046,0,0,1.0032631489646162,2.8427982262251987,0,0
2024-11-25,Williams and Sons,Urban,Paracetamol,HealthFirst,4922.89,79.0,Yu Inc,wS-85685-Dr,2025-12-20,In-Store,Capsule,10187.0,2580.29931372549,2487.4217228464418,0,0,0.0,0,0,102,0,0,0.01382645890405615,0,0,1.0249194781959652,1.8075208528224262,0,0
2024-07-31,Baker and Sons,Urban,Ciprofloxacin,HealthFirst,908.34,89.0,"Brooks, Lam and Hayes",VI-31351-WS,2025-09-16,In-Store,Capsule,8997.0,2573.3618435754192,2466.97979757085,1,0,0.0,0,0,7,1,2,0.00570105751765243,0,0,1.043586475349845,0.6400731823907524,0,0
2024-07-08,Williams and Sons,Urban,Coartem,HealthFirst,4603.86,16.0,Baxter Inc,Ms-37498-gm,2025-12-12,In-Store,Capsule,10187.0,2580.29931372549,2538.4531275720165,0,0,0.0,0,0,94,0,0,0.014766152681138123,0,0,1.0105665705614473,2.4392694160810837,0,0
2024-07-22,Rodriguez LLC,Rural,Azithromycin,PharmaTrust,4186.73,71.0,Baxter Inc,ir-52408-cd,2026-06-29,In-Store,Capsule,11001.0,2465.0583023255817,2580.0794421487603,0,0,0.0,0,0,293,0,0,0.007897806479230052,0,0,0.9995141906545507,2.5099543112311196,0,0
2024-08-16,"Ross, Robinson and Bright",Rural,Ibuprofen,BioCare,3875.91,67.0,Morton-Chase,sE-27109-EC,2026-01-15,Market Stall,Syrup,10480.0,2629.5783173076925,2668.8124896265563,0,0,0.0,1,0,128,0,1,0.01798092906681359,0,0,0.9925363676573978,5.2760445325358525,0,0
2024-07-05,"Flowers, Martin and Kelly",Rural,Artemisinin,HealthFirst,1504.23,41.0,Jones Inc,zF-04711-eK,2026-08-27,Market Stall,Tablet,9479.0,2505.2852747252746,2628.1365535714285,1,0,0.001557632398753894,1,0,352,0,2,0.02240162750559166,0,0,1.0065040279188422,4.654459283022614,0,0
2025-01-16,Garcia-James,Urban,Ibuprofen,HealthFirst,3590.81,9.0,"West, Henderson and Ramirez",fp-02294-hJ,2026-12-10,Mobile Van,Injection,12036.0,2445.7318502202643,2446.280767716535,0,0,0.0,1,0,457,0,1,0.00619008444326602,0,0,1.0479738992217726,0.20523223726048379,0,0
2024-10-03,"Dyer, Potter and Mack",Rural,Ciprofloxacin,PharmaTrust,2069.49,99.0,Russell Group,yC-99938-Ct,2027-02-23,Market Stall,Tablet,9353.0,2615.7738648648647,2585.3493869731797,0,0,0.0,1,0,532,0,1,0.023934160451537234,0,0,1.002800790711251,1.933347901638264,0,0
2024-12-09,Hickman Ltd,Rural,Azithromycin,BioCare,1633.34,50.0,Yu Inc,NV-64990-gW,2025-10-04,Mobile Van,Syrup,10459.0,2578.3331674208143,2701.2744194756556,1,0,0.0,1,0,25,1,3,0.01715694130554385,0,0,0.9916920672821137,4.19090601407574,0,0
2024-12-23,Carlson-Cruz,Urban,Metformin,MediPlus,2066.51,86.0,Unknown,lJ-34123-ek,2025-04-28,Mobile Van,Syrup,9614.0,2686.301584158416,2606.7418627450984,0,0,0.0,1,0,-134,1,2,0.026094455523429705,0,0,0.9976704169431835,2.597126733433898,0,0
2024-09-30,"Snyder, Campos and Callahan",Urban,Chloroquine,PharmaTrust,3041.09,85.0,"Brooks, Lam and Hayes",os-79740-Ts,2026-10-24,In-Store,Capsule,11369.0,2554.0654976303317,2546.115134099617,0,0,0.0,0,0,410,0,0,0.019159217889286595,0,0,1.0039072471510913,2.910285118547609,0,0
2025-03-24,Garcia-James,Rural,Paracetamol,PharmaTrust,1771.29,59.0,"Brown, Valdez and Lucas",QZ-71349-mB,2025-07-24,Mobile Van,Capsule,12036.0,2445.7318502202643,2737.1359915611815,1,0,0.002824858757062147,1,0,-47,1,3,-0.0027872272995294045,1,0,1.050432844357797,1.3921812441390937,0,0
2024-11-22,"Flowers, Martin and Kelly",Rural,Metformin,PharmaTrust,293.04,70.0,Walker LLC,dk-32421-Yt,2026-08-01,Mobile Van,Syrup,9479.0,2505.2852747252746,2580.231631799163,1,0,0.0,1,0,326,0,2,0.01837033188903775,0,0,0.9973675494388713,2.5422956448359546,0,0
2025-02-09,George Group,Urban,Amoxicillin,HealthFirst,1156.93,3.0,Hancock Inc,St-94717-Sz,2025-11-23,In-Store,Syrup,8749.0,2740.227099447514,2693.3655578512394,1,0,0.0031545741324921135,0,0,75,1,2,-0.0011516519424180638,1,1,1.0744876075059235,1.3860383804757106,0,1
2024-11-05,Garcia-James,Rural,Artemisinin,HealthFirst,2432.16,33.0,Novak PLC,cB-87719-Vu,2026-08-07,Mobile Van,Syrup,12036.0,2445.7318502202643,2628.1365535714285,0,0,0.010169491525423728,1,0,332,0,1,0.00219165483450523,0,0,1.0272091778070938,1.0133381256694936,0,0
2024-07-31,Harrell LLC,Urban,Paracetamol,MediPlus,2977.69,40.0,Unknown,bW-01399-Rr,2026-07-17,Market Stall,Capsule,10645.0,2453.6826699029125,2671.7281954887217,0,0,0.0,1,0,311,0,1,0.029594606775692422,0,0,0.9946975996125649,3.936472241717084,0,0
2024-05-10,Wilkerson-Day,Urban,Artemisinin,HealthFirst,689.13,99.0,Gomez-Jenkins,lL-27874-BO,2027-01-18,Market Stall,Tablet,10343.0,2591.9087430167597,2628.1365535714285,1,0,0.0,1,0,496,0,2,0.013296567930220549,0,0,1.0014679490441698,2.287447775445493,0,0
2024-11-01,Smith-Bowen,Urban,Amlodipine,BioCare,530.99,83.0,"Brown, Valdez and Lucas",uQ-17565-gk,2026-01-07,In-Store,Capsule,10299.0,2636.747797029703,2796.9778165938865,1,0,0.002824858757062147,0,0,120,0,1,0.014082281044511424,0,1,1.0563367448671768,2.493511062985606,0,0
2024-10-01,Carlson-Cruz,Urban,Ciprofloxacin,PharmaTrust,3595.08,56.0,Jones-Young,Df-74680-uq,2026-01-02,Market Stall,Injection,9614.0,2686.301584158416,2585.3493869731797,0,0,0.0,1,0,115,0,1,0.028357922413193126,0,0,1.0006546963684457,4.882532802044484,0,0
2024-06-09,"Romero, Gonzalez and Brooks",Rural,Azithromycin,BioCare,1747.06,32.0,"Woods, Calhoun and Schmidt",Ad-68087-mH,2026-02-01,In-Store,Injection,10482.0,2573.8860051546394,2701.2744194756556,1,0,0.0,0,0,145,0,1,0.018428083876981805,0,0,0.9980822032612284,4.761014343368515,0,0
2024-12-22,"Ross, Robinson and Bright",Urban,Azithromycin,PharmaTrust,1814.7,64.0,Yu Inc,Ji-77034-sC,2027-03-11,Mobile Van,Syrup,10480.0,2629.5783173076925,2580.0794421487603,0,0,0.0,1,0,548,0,1,0.022419589469519108,0,0,0.9929310060803539,3.9924476432049936,0,0
2025-01-21,Carlson-Cruz,Urban,Amlodipine,BioCare,1542.36,77.0,Henderson-Bernard,Tk-71093-tJ,2025-05-06,Mobile Van,Tablet,9614.0,2686.301584158416,2796.9778165938865,1,0,0.0,1,0,-126,1,3,0.013109851413223905,0,0,1.0135269657298174,0.8057619514566348,0,0
2024-11-25,Frazier Inc,Urban,Artemisinin,PharmaTrust,2545.17,98.0,"Johnston, Sanchez and Kennedy",hP-61317-jF,2027-04-20,Market Stall,Capsule,9220.0,2719.9966853932583,2654.106113207547,0,0,0.0,1,0,588,0,1,0.023142869448102343,0,0,1.0223256928059654,0.9094155539753572,0,0
2025-01-28,George Group,Rural,Azithromycin,MediPlus,1612.33,52.0,Henderson-Bernard,Ep-48467-DJ,2025-08-16,In-Store,Injection,8749.0,2740.227099447514,2603.236346153846,1,0,0.0,0,0,-24,1,2,0.006627728190562676,0,0,1.014151807438357,2.0362756728501292,0,0
2024-09-20,Rodriguez LLC,Rural,Azithromycin,BioCare,2242.42,96.0,Novak and Sons,rX-39821-YA,2026-01-14,Mobile Van,Injection,11001.0,2465.0583023255817,2701.2744194756556,0,0,0.0,1,0,127,0,1,0.009762808757374175,0,0,1.0288679865366028,2.1858489874376517,0,0
2025-04-22,"Arroyo, Miller and Tucker",Rural,Metformin,HealthFirst,779.15,25.0,"Brown, Valdez and Lucas",LL-84044-QF,2027-02-27,In-Store,Syrup,10700.0,2701.7831074766355,2673.0770081967216,1,0,0.002824858757062147,0,0,536,0,1,0.008368921720643518,0,0,1.0261285545171366,3.3591279078935035,0,0
2024-06-21,Arnold Ltd,Urban,Azithromycin,BioCare,4906.45,25.0,Gomez-Jenkins,JW-78755-Iy,2026-04-14,In-Store,Injection,9440.0,2769.4246073298427,2701.2744194756556,0,0,0.0,0,0,217,0,0,0.02063710352921483,0,0,1.0153105994140894,1.3150967301380803,0,0
2025-04-22,Dudley Group,Rural,Amoxicillin,HealthFirst,1516.69,7.0,Novak and Sons,oX-53396-Ac,2025-12-29,Mobile Van,Syrup,10990.0,2655.095737327189,2693.3655578512394,1,0,0.0,1,0,111,0,2,0.014999695256715573,0,0,1.0234894699489163,3.2476227732981577,0,0
2025-02-08,Ryan PLC,Rural,Artemisinin,BioCare,2453.11,57.0,"Brown, Valdez and Lucas",ci-76627-GL,2026-01-08,In-Store,Tablet,9077.0,2528.3964444444446,2560.6554583333336,0,0,0.002824858757062147,0,0,121,0,0,0.018021414239602962,0,0,1.0451372360724336,3.2109561964867375,0,0
2025-03-28,James Group,Rural,Artemisinin,PharmaTrust,2560.38,74.0,Gray Group,aU-17187-jA,2027-03-03,Market Stall,Tablet,10165.0,2818.879725,2654.106113207547,0,0,0.0,1,0,540,0,1,0.02779619046741083,0,0,1.021016580438181,1.8271078714552278,0,0
2025-01-04,Abbott-Munoz,Urban,Chloroquine,MediPlus,4970.81,16.0,Novak and Sons,NS-21745-zP,2025-06-27,Mobile Van,Syrup,10754.0,2703.395693069307,2684.3569201520913,0,0,0.0,1,0,-74,1,2,0.01297694375321351,0,0,1.0152618809412006,1.2160123445790791,0,0
2025-03-21,"Harris, Collins and Carney",Rural,Azithromycin,BioCare,4328.8,55.0,Gomez-Jenkins,Ic-58657-Ne,2025-10-25,Market Stall,Tablet,10219.0,2764.7891509433966,2701.2744194756556,0,0,0.0,1,0,46,1,2,0.01969012788199337,0,0,1.0022746211294906,3.0660693412996682,0,0
2024-12-26,"Romero, Gonzalez and Brooks",Urban,Ibuprofen,BioCare,3370.06,21.0,"Johnston, Sanchez and Kennedy",WO-43161-Tg,2026-04-05,In-Store,Tablet,10482.0,2573.8860051546394,2668.8124896265563,0,0,0.0,0,0,208,0,0,0.018313514745180448,0,0,0.9927024885014952,4.132956210162309,0,0
2024-06-28,Blair PLC,Urban,Ciprofloxacin,PharmaTrust,1598.04,30.0,Gomez-Jenkins,sw-40050-xB,2025-08-17,Market Stall,Injection,10803.0,2773.851377777778,2585.3493869731797,1,0,0.0,1,0,-23,1,3,0.017780860359011497,0,0,0.9978860894825375,2.0575258154076383,0,0
2024-07-28,"Arroyo, Miller and Tucker",Rural,Artemisinin,BioCare,3981.57,81.0,Russell Group,lf-86922-Ny,2026-08-20,Market Stall,Syrup,10700.0,2701.7831074766355,2560.6554583333336,0,0,0.0,1,0,345,0,1,0.02463868108258821,0,0,0.9968778601408392,4.08032077594477,0,0
2025-01-15,"Hoffman, Baker and Richards",Urban,Coartem,HealthFirst,4560.37,19.0,Chapman and Sons,DO-37923-qD,2025-11-10,In-Store,Syrup,10962.0,2627.231294642857,2538.4531275720165,0,0,0.0,0,0,62,1,1,0.01617711286789708,0,0,1.0055366209815808,3.3025936209558733,0,0
2025-01-08,"Reid, Ferguson and Sanchez",Rural,Azithromycin,BioCare,3558.72,35.0,Williams PLC,eC-07482-wL,2025-12-14,Market Stall,Capsule,9712.0,2619.77625,2701.2744194756556,0,0,0.0,1,0,96,0,1,0.02626869184092645,0,0,0.9922901343690508,4.619208864979214,0,0
2024-12-29,"Ross, Robinson and Bright",Urban,Chloroquine,PharmaTrust,3725.76,78.0,Lee-Davis,yE-64743-gp,2026-02-16,In-Store,Tablet,10480.0,2629.5783173076925,2546.115134099617,0,0,0.0,0,0,160,0,0,0.018259520200222423,0,0,0.9942406706292474,3.759440849935764,0,0
2024-12-03,Williams and Sons,Urban,Metformin,HealthFirst,2458.4,84.0,Baxter Inc,Qz-59440-ra,2026-07-09,Mobile Van,Syrup,10187.0,2580.29931372549,2673.0770081967216,0,0,0.0,1,0,303,0,1,0.02428544477119593,0,0,0.9970061866240357,4.703350022494728,0,0
