transaction_id,user_id,transaction_type,amount,location,device_type,network_provider,user_type,is_foreign_number,is_sim_recently_swapped,has_multiple_accounts,datetime,hour,day_of_week,date,time_of_day,user_transaction_count,user_avg_amount,user_total_amount,amount_dev_from_avg,risk_score,is_high_value,iso_score,iso_flag,svm_score,svm_flag,lof_score,lof_flag,ensemble_flag
TX102312,user_7530,Withdraw Cash,4885.0,Garissa,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 00:58:00,0,5,2024-06-01,Night,2,4764.05,9528.1,120.94999999999982,0,0,0.1090070596896452,0,0.16897142348317828,0,0.03896471582751821,0,0
TX100139,user_2306,Deposit Cash,4402.58,Thika,Feature Phone,Telkom Kenya,individual,0,0,1,2024-06-01 00:58:00,0,5,2024-06-01,Night,3,1643.3833333333332,4930.15,2759.1966666666667,1,0,0.3936302874932685,0,0.32318621690751737,0,0.04404469274937787,0,0
TX107619,user_9333,Send Money,208.3,Nairobi,Feature Phone,Airtel,individual,0,0,0,2024-06-01 01:09:00,1,5,2024-06-01,Night,2,2897.4100000000003,5794.820000000001,-2689.11,0,0,0.11735524568439896,0,0.25478351715587544,0,0.034950689139269076,0,0
TX107053,user_3735,Withdraw Cash,2932.86,Nyeri,Feature Phone,Airtel,individual,0,0,0,2024-06-01 01:16:00,1,5,2024-06-01,Night,3,2490.76,7472.280000000001,442.0999999999999,0,0,0.060909221248261404,0,0.17269062747532749,0,0.02699256442703878,0,0
TX104890,user_2181,Pay Bill,1356.27,Eldoret,Feature Phone,Airtel,individual,0,0,0,2024-06-01 01:16:00,1,5,2024-06-01,Night,2,2621.66,5243.32,-1265.39,0,0,0.06974143949411889,0,0.19475208543224024,0,0.015502099515512173,0,0
TX106574,user_9802,Withdraw Cash,16505.64,Meru,Android,Telkom Kenya,individual,0,0,0,2024-06-01 01:17:00,1,5,2024-06-01,Night,3,7172.919999999999,21518.76,9332.72,0,1,0.3962867097714519,0,0.2551652588928487,0,0.09573001917798357,0,0
TX103556,user_9640,Pay Bill,2280.14,Nyeri,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 01:18:00,1,5,2024-06-01,Night,2,1812.405,3624.81,467.7349999999999,0,0,0.03171859133944106,0,0.20157587276571173,0,0.013799971532423015,0,0
TX106030,user_4832,Buy Airtime,17037.3,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-01 01:19:00,1,5,2024-06-01,Night,2,12859.865,25719.73,4177.435,0,1,0.5133973073890774,0,0.29084713078797414,0,0.14312899551257308,0,0
TX107482,user_7499,Deposit Cash,5789.63,Mombasa,Ios,Safaricom,agent,1,0,0,2024-06-01 01:22:00,1,5,2024-06-01,Night,2,3143.65,6287.3,2645.98,1,0,0.7335780183396505,1,0.32638452931264406,0,0.07521392055142509,0,0
TX102443,user_1040,Deposit Cash,498.69,Meru,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 01:22:00,1,5,2024-06-01,Night,1,498.69,498.69,0.0,0,0,0.10834708556359553,0,0.32208279739848633,0,0.011910807105237184,0,0
TX104691,user_1919,Send Money,7702.56,Kisumu,Ios,Airtel,individual,0,0,0,2024-06-01 01:23:00,1,5,2024-06-01,Night,3,7670.13,23010.39,32.43000000000029,0,0,0.22531351091283777,0,0.16450223396150648,0,0.0782517120045353,0,0
TX108786,user_2417,Lipa Na M-Pesa,192.81,Nyeri,Android,Telkom Kenya,individual,0,0,0,2024-06-01 01:25:00,1,5,2024-06-01,Night,2,429.78,859.56,-236.97,0,0,0.09041949021068833,0,0.28300542640133985,0,0.011103381131703522,0,0
TX107932,user_1906,Withdraw Cash,6088.75,Eldoret,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 01:28:00,1,5,2024-06-01,Night,2,7648.34,15296.68,-1559.59,0,0,0.19910530449362107,0,0.15849823002428967,0,0.06615554220693369,0,0
TX109726,user_6062,Withdraw Cash,1201.65,Meru,Ios,Safaricom,individual,0,0,0,2024-06-01 01:28:00,1,5,2024-06-01,Night,2,6634.035,13268.07,-5432.385,0,0,0.23149899197457421,0,0.27826769423094794,0,0.0637078182903807,0,0
TX105894,user_9134,Send Money,8134.37,Nakuru,Ios,Safaricom,individual,0,0,0,2024-06-01 01:28:00,1,5,2024-06-01,Night,2,6869.325,13738.65,1265.045,0,0,0.21753079183127852,0,0.17246169478880297,0,0.04217523017212616,0,0
TX106101,user_4446,Send Money,1667.66,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 01:28:00,1,5,2024-06-01,Night,2,2310.725,4621.45,-643.0649999999998,0,0,0.09419962453203574,0,0.20190698556116196,0,0.013517563650387606,0,0
TX105458,user_1397,Deposit Cash,6107.18,Nyeri,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 01:30:00,1,5,2024-06-01,Night,1,6107.18,6107.18,0.0,0,0,0.07744485268201524,0,0.2760132882035227,0,0.039497450668654725,0,0
TX104298,user_1224,Pay Bill,854.04,Nairobi,Android,Telkom Kenya,individual,0,0,0,2024-06-01 01:32:00,1,5,2024-06-01,Night,3,734.6366666666667,2203.91,119.40333333333332,0,0,0.13045132748553095,0,0.27841338146084765,0,0.023154506161203646,0,0
TX107900,user_8313,Send Money,11387.3,Eldoret,Android,Telkom Kenya,individual,0,0,0,2024-06-01 01:34:00,1,5,2024-06-01,Night,2,6247.36,12494.72,5139.94,0,1,0.33007983104854083,0,0.2909701931827694,0,0.043485912809687575,0,0
TX107043,user_3908,Send Money,965.77,Machakos,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 01:43:00,1,5,2024-06-01,Night,1,965.77,965.77,0.0,0,0,0.15003297596122167,0,0.3130362160300037,0,0.018828268390496665,0,0
TX109852,user_6531,Lipa Na M-Pesa,4467.44,Nakuru,Feature Phone,Safaricom,individual,0,1,0,2024-06-01 01:44:00,1,5,2024-06-01,Night,1,4467.44,4467.44,0.0,1,0,0.4319701520343677,0,0.23772798002111892,0,0.03296967886623827,0,0
TX106756,user_1294,Buy Airtime,1280.71,Nakuru,Ios,Safaricom,individual,0,0,0,2024-06-01 01:48:00,1,5,2024-06-01,Night,4,3317.7825000000003,13271.13,-2037.0725,0,0,0.15887574749767297,0,0.1754512965530818,0,0.04130733078765703,0,0
TX108461,user_3532,Buy Airtime,1166.04,Nyeri,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-01 01:48:00,1,5,2024-06-01,Night,1,1166.04,1166.04,0.0,0,0,0.34544257278497814,0,0.30533032417929445,0,0.07079671867583757,0,0
TX101057,user_5223,Buy Airtime,2219.62,Nairobi,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-01 01:49:00,1,5,2024-06-01,Night,2,6801.780000000001,13603.56,-4582.160000000001,0,0,0.14602816337079738,0,0.2295502647406511,0,0.06574908567359576,0,0
TX105339,user_5078,Pay Bill,14097.96,Eldoret,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-01 01:49:00,1,5,2024-06-01,Night,2,7540.285,15080.57,6557.674999999999,0,1,0.3363031426884872,0,0.3076585680207721,0,0.05984923141356069,0,0
TX106743,user_1058,Lipa Na M-Pesa,2806.2,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 01:52:00,1,5,2024-06-01,Night,1,2806.2,2806.2,0.0,0,0,0.05768645700406715,0,0.2745666151867969,0,0.013431072219899804,0,0
TX109299,user_2406,Pay Bill,72.81,Mombasa,Android,Airtel,individual,0,0,0,2024-06-01 01:57:00,1,5,2024-06-01,Night,2,1016.055,2032.11,-943.245,0,0,0.15615671046824675,0,0.2673068922487738,0,0.022799974472943133,0,0
TX105386,user_9044,Pay Bill,5998.77,Meru,Ios,Safaricom,individual,0,0,0,2024-06-01 01:59:00,1,5,2024-06-01,Night,4,5287.6025,21150.41,711.1675000000005,0,0,0.2272219877889936,0,0.14495307223815285,0,0.06715205869057578,0,0
TX101276,user_5675,Buy Airtime,5441.86,Thika,Android,Telkom Kenya,individual,0,1,0,2024-06-01 02:04:00,2,5,2024-06-01,Night,5,3058.026,15290.13,2383.834,1,0,0.5005236502758557,0,0.3781422854976098,0,0.12408448581948409,0,0
TX108190,user_5175,Withdraw Cash,929.5,Nyeri,Ios,Telkom Kenya,individual,0,0,1,2024-06-01 02:06:00,2,5,2024-06-01,Night,3,1456.3333333333333,4369.0,-526.8333333333333,1,0,0.3159587344779673,0,0.21204025090929665,0,0.01595330135083356,0,0
TX105413,user_7481,Send Money,2341.36,Nyeri,Android,Airtel,individual,0,0,1,2024-06-01 02:11:00,2,5,2024-06-01,Night,2,2075.415,4150.83,265.94500000000016,1,0,0.3078143238914058,0,0.19586045878084482,0,0.015827308281963506,0,0
TX106092,user_9278,Lipa Na M-Pesa,1486.43,Machakos,Android,Telkom Kenya,individual,0,0,0,2024-06-01 02:14:00,2,5,2024-06-01,Night,1,1486.43,1486.43,0.0,0,0,0.13306251427371749,0,0.26823483749411847,0,0.014602745722400895,0,0
TX106809,user_7854,Send Money,1597.8,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-01 02:19:00,2,5,2024-06-01,Night,3,1495.3066666666666,4485.92,102.49333333333334,0,0,0.14384098108845977,0,0.1922946417601277,0,0.021535077762499084,0,0
TX108737,user_6430,Pay Bill,2875.85,Meru,Ios,Safaricom,individual,0,1,0,2024-06-01 02:20:00,2,5,2024-06-01,Night,2,4518.565,9037.13,-1642.7149999999997,1,0,0.3861414571275096,0,0.1215833300690983,0,0.02363852490618848,0,0
TX102955,user_3158,Pay Bill,731.94,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-01 02:24:00,2,5,2024-06-01,Night,3,5289.7266666666665,15869.18,-4557.786666666667,0,0,0.25085923107366326,0,0.18513882764455514,0,0.034668403502179465,0,0
TX103135,user_2772,Lipa Na M-Pesa,992.77,Meru,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 02:35:00,2,5,2024-06-01,Night,2,5832.435,11664.87,-4839.665000000001,0,0,0.1262076949336414,0,0.24910259126551887,0,0.05202082256543309,0,0
TX104470,user_2015,Deposit Cash,1605.55,Machakos,Ios,Airtel,individual,0,0,0,2024-06-01 02:36:00,2,5,2024-06-01,Night,3,1447.996666666667,4343.99,157.55333333333328,0,0,0.07262524131929846,0,0.20965451970616208,0,0.02268516773087152,0,0
TX108943,user_5692,Buy Airtime,5915.25,Mombasa,Ios,Safaricom,individual,0,0,0,2024-06-01 02:38:00,2,5,2024-06-01,Night,1,5915.25,5915.25,0.0,0,0,0.1467475188498845,0,0.24737477323625576,0,0.029823158567738074,0,0
TX104888,user_6014,Withdraw Cash,2587.5,Mombasa,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 02:40:00,2,5,2024-06-01,Night,2,3314.34,6628.68,-726.8400000000001,0,0,0.1500067151021962,0,0.1452012441512177,0,0.015648403631225577,0,0
TX102179,user_7052,Send Money,3024.59,Eldoret,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 02:44:00,2,5,2024-06-01,Night,2,2180.78,4361.56,843.81,0,0,0.12429655634331055,0,0.16524439132922158,0,0.016063489098526923,0,0
TX107232,user_8233,Deposit Cash,1271.61,Nakuru,Android,Telkom Kenya,individual,0,0,0,2024-06-01 02:49:00,2,5,2024-06-01,Night,1,1271.61,1271.61,0.0,0,0,0.0895398013745937,0,0.27378748936073855,0,0.01376374462217838,0,0
TX107692,user_3158,Send Money,14075.56,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-01 02:51:00,2,5,2024-06-01,Night,3,5289.7266666666665,15869.18,8785.833333333332,0,1,0.35469947059031304,0,0.32301621535162994,0,0.07878355133211816,0,0
TX101159,user_6604,Deposit Cash,6021.51,Meru,Feature Phone,Telkom Kenya,agent,0,0,0,2024-06-01 02:52:00,2,5,2024-06-01,Night,2,3920.075,7840.150000000001,2101.435,0,0,0.3563296531015944,0,0.21957284950597902,0,0.0636021312005734,0,0
TX108380,user_4094,Pay Bill,1475.19,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-01 02:57:00,2,5,2024-06-01,Night,1,1475.19,1475.19,0.0,0,0,0.09366455485765653,0,0.2612865784200692,0,0.021483573618828345,0,0
TX108558,user_2234,Send Money,510.7,Mombasa,Feature Phone,Airtel,individual,0,0,0,2024-06-01 03:00:00,3,5,2024-06-01,Night,2,574.67,1149.34,-63.96999999999997,0,0,0.1605938431411179,0,0.24344765308617936,0,0.01626687473762398,0,0
TX102527,user_6670,Withdraw Cash,9373.31,Thika,Ios,Airtel,individual,0,0,0,2024-06-01 03:07:00,3,5,2024-06-01,Night,2,8085.545,16171.09,1287.7649999999994,0,0,0.12734969265780582,0,0.14502131147683534,0,0.0421334789365582,0,0
TX106395,user_9012,Buy Airtime,1431.94,Machakos,Android,Safaricom,individual,0,0,0,2024-06-01 03:09:00,3,5,2024-06-01,Night,1,1431.94,1431.94,0.0,0,0,0.11668854323195395,0,0.2567579470882507,0,0.0239501197424415,0,0
TX100161,user_2636,Lipa Na M-Pesa,6806.42,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-01 03:12:00,3,5,2024-06-01,Night,2,7424.005,14848.01,-617.585,0,0,0.16276846779058887,0,0.12244350355725836,0,0.04990894018077542,0,0
TX108832,user_4954,Pay Bill,788.07,Nairobi,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 03:22:00,3,5,2024-06-01,Night,1,788.07,788.07,0.0,0,0,0.10685554397695964,0,0.2728167257420893,0,0.013922237292291145,0,0
TX101694,user_5882,Send Money,3057.42,Thika,Ios,Telkom Kenya,agent,0,0,0,2024-06-01 03:27:00,3,5,2024-06-01,Night,1,3057.42,3057.42,0.0,0,0,0.3054225108411522,0,0.23255429571175912,0,0.04422698306527904,0,0
TX102464,user_8368,Withdraw Cash,404.98,Nyeri,Ios,Safaricom,agent,1,0,0,2024-06-01 03:28:00,3,5,2024-06-01,Night,4,2430.745,9722.98,-2025.765,1,0,0.6854221597719913,1,0.2959411799950905,0,0.0741418106971644,0,0
TX104243,user_4847,Send Money,10337.85,Mombasa,Android,Safaricom,individual,0,0,0,2024-06-01 03:34:00,3,5,2024-06-01,Night,1,10337.85,10337.85,0.0,0,0,0.26409048204092583,0,0.28104471347523613,0,0.05332676879120292,0,0
TX108491,user_3768,Deposit Cash,162.24,Kisumu,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 03:34:00,3,5,2024-06-01,Night,2,227.16,454.32,-64.91999999999999,0,0,0.05778223785741901,0,0.2585374573316724,0,0.01133468095644959,0,0
TX103083,user_9277,Lipa Na M-Pesa,2567.28,Nyeri,Android,Airtel,individual,0,0,0,2024-06-01 03:45:00,3,5,2024-06-01,Night,1,2567.28,2567.28,0.0,0,0,0.04146316725001901,0,0.2377142947712676,0,0.01619463034502268,0,0
TX101395,user_6390,Deposit Cash,1789.51,Nyeri,Android,Airtel,individual,0,0,0,2024-06-01 03:48:00,3,5,2024-06-01,Night,3,2288.9133333333334,6866.74,-499.4033333333334,0,0,0.0680908544067685,0,0.15047914233971166,0,0.02491558769173409,0,0
TX102242,user_7633,Buy Airtime,13872.04,Garissa,Ios,Telkom Kenya,individual,0,0,1,2024-06-01 03:49:00,3,5,2024-06-01,Night,2,7159.77,14319.54,6712.27,1,1,0.5792892779017671,0,0.3589887282257691,0,0.13731280370871657,0,0
TX105179,user_8299,Buy Airtime,6314.71,Eldoret,Android,Safaricom,individual,0,0,0,2024-06-01 03:54:00,3,5,2024-06-01,Night,2,3989.69,7979.38,2325.02,0,0,0.13444208278488012,0,0.17050304691069573,0,0.03460372923825129,0,0
TX102345,user_7274,Deposit Cash,12726.79,Meru,Ios,Airtel,individual,0,0,0,2024-06-01 03:58:00,3,5,2024-06-01,Night,1,12726.79,12726.79,0.0,0,1,0.304529628369243,0,0.30111640137314005,0,0.06388431633136174,0,0
TX103235,user_5357,Buy Airtime,1757.59,Nairobi,Android,Telkom Kenya,individual,0,0,0,2024-06-01 04:00:00,4,5,2024-06-01,Night,2,2419.125,4838.25,-661.5350000000001,0,0,0.053779533105371376,0,0.13913252177498,0,0.010705518525438197,0,0
TX102582,user_5008,Buy Airtime,5545.41,Meru,Feature Phone,Airtel,individual,0,0,0,2024-06-01 04:08:00,4,5,2024-06-01,Night,3,3625.493333333333,10876.48,1919.9166666666663,0,0,0.12500639031380492,0,0.10219174021430047,0,0.04029622832369424,0,0
TX106280,user_4072,Pay Bill,2042.37,Meru,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 04:11:00,4,5,2024-06-01,Night,6,1827.8833333333328,10967.3,214.48666666666668,0,0,0.1777501257783897,0,0.36585324777426415,0,0.1572905301235181,1,0
TX108838,user_7609,Deposit Cash,2042.55,Machakos,Ios,Airtel,individual,0,0,1,2024-06-01 04:11:00,4,5,2024-06-01,Night,3,6619.31,19857.93,-4576.76,1,0,0.48271666906014227,0,0.15046526873363228,0,0.10646855068643338,0,0
TX108611,user_7739,Lipa Na M-Pesa,179.04,Nyeri,Android,Airtel,individual,0,0,0,2024-06-01 04:12:00,4,5,2024-06-01,Night,1,179.04,179.04,0.0,0,0,0.10295104842772383,0,0.2973893725582697,0,0.025942214903588032,0,0
TX102070,user_1022,Pay Bill,8723.69,Mombasa,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 04:19:00,4,5,2024-06-01,Night,2,5432.205,10864.41,3291.4850000000006,0,0,0.19509957230746977,0,0.17665092794736698,0,0.03511558256446176,0,0
TX103078,user_8594,Send Money,4928.29,Eldoret,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 04:25:00,4,5,2024-06-01,Night,1,4928.29,4928.29,0.0,0,0,0.14777072339442043,0,0.1971294428967842,0,0.029592728643186406,0,0
TX104065,user_7226,Buy Airtime,314.65,Nyeri,Android,Airtel,individual,0,0,0,2024-06-01 04:26:00,4,5,2024-06-01,Night,1,314.65,314.65,0.0,0,0,0.09532227173719811,0,0.2838174884396672,0,0.018095831907665047,0,0
TX107235,user_4273,Withdraw Cash,1159.98,Meru,Android,Telkom Kenya,individual,0,0,0,2024-06-01 04:29:00,4,5,2024-06-01,Night,4,4077.2825,16309.13,-2917.3025,0,0,0.18294877343078667,0,0.1404994342392797,0,0.0515408632529521,0,0
TX102086,user_9033,Pay Bill,210.11,Garissa,Feature Phone,Airtel,individual,0,0,0,2024-06-01 04:30:00,4,5,2024-06-01,Night,3,2532.3766666666666,7597.129999999999,-2322.2666666666664,0,0,0.11319820942260155,0,0.17150963583728662,0,0.03252135782699494,0,0
TX106635,user_1648,Withdraw Cash,3994.91,Thika,Feature Phone,Airtel,individual,0,0,0,2024-06-01 04:33:00,4,5,2024-06-01,Night,1,3994.91,3994.91,0.0,0,0,0.016760862285392197,0,0.2141029824790592,0,0.022130578557906105,0,0
TX100706,user_7981,Send Money,4527.09,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 04:33:00,4,5,2024-06-01,Night,5,5686.0380000000005,28430.19,-1158.9480000000003,0,0,0.2784929900913627,0,0.19719821090889741,0,0.10829514077090502,0,0
TX103956,user_1719,Pay Bill,2843.63,Meru,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 04:36:00,4,5,2024-06-01,Night,3,2085.76,6257.280000000001,757.8699999999999,0,0,0.07874723169108197,0,0.12520477387541157,0,0.018465399893627398,0,0
TX104943,user_5603,Lipa Na M-Pesa,654.7,Nairobi,Ios,Airtel,individual,0,0,0,2024-06-01 04:40:00,4,5,2024-06-01,Night,2,1112.28,2224.56,-457.5799999999999,0,0,0.06971232789612972,0,0.20590133346456962,0,0.015182927597660382,0,0
TX103433,user_2361,Deposit Cash,617.36,Kisumu,Feature Phone,Telkom Kenya,individual,0,0,0,2024-06-01 04:40:00,4,5,2024-06-01,Night,2,4578.72,9157.44,-3961.36,0,0,0.10688886801395639,0,0.20110188735629195,0,0.052529507609513505,0,0
TX108535,user_5182,Send Money,1063.28,Machakos,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 04:42:00,4,5,2024-06-01,Night,2,2596.055,5192.11,-1532.775,0,0,0.10690301293183435,0,0.15469789518566882,0,0.01853330359812891,0,0
TX105782,user_7997,Deposit Cash,3127.16,Nakuru,Android,Safaricom,individual,0,1,0,2024-06-01 04:42:00,4,5,2024-06-01,Night,1,3127.16,3127.16,0.0,1,0,0.4135374472626162,0,0.20751105553952323,0,0.016346102281884847,0,0
TX103024,user_1215,Lipa Na M-Pesa,5184.71,Nyeri,Ios,Safaricom,individual,0,0,0,2024-06-01 04:46:00,4,5,2024-06-01,Night,2,3366.39,6732.78,1818.32,0,0,0.009608018776782216,0,0.14728809748497668,0,0.034644577195864334,0,0
TX104478,user_5563,Deposit Cash,1540.84,Thika,Ios,Airtel,individual,0,0,0,2024-06-01 04:48:00,4,5,2024-06-01,Night,1,1540.84,1540.84,0.0,0,0,0.02845860391889254,0,0.24862226988748204,0,0.019341673882335604,0,0
TX105845,user_6497,Pay Bill,1944.19,Garissa,Ios,Airtel,individual,0,0,0,2024-06-01 04:54:00,4,5,2024-06-01,Night,2,2350.33,4700.66,-406.1399999999999,0,0,0.06565702441440813,0,0.13526266240616833,0,0.013264687500335642,0,0
TX105561,user_7998,Lipa Na M-Pesa,1302.73,Thika,Ios,Telkom Kenya,individual,0,0,0,2024-06-01 05:11:00,5,5,2024-06-01,Morning,4,1708.7599999999998,6835.039999999999,-406.02999999999975,0,0,0.16474532298233627,0,0.2299589987876638,0,0.04635778867734274,0,0
TX103327,user_9319,Deposit Cash,2152.41,Machakos,Ios,Telkom Kenya,individual,0,0,1,2024-06-01 05:11:00,5,5,2024-06-01,Morning,2,2038.015,4076.03,114.39499999999998,1,0,0.3475733141846559,0,0.2120206761947569,0,0.006281244987011124,0,0
TX102766,user_4637,Lipa Na M-Pesa,2183.6,Kisumu,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 05:19:00,5,5,2024-06-01,Morning,2,1216.61,2433.22,966.99,0,0,0.128226243786042,0,0.251210839858133,0,0.012697692308863745,0,0
TX107994,user_1432,Withdraw Cash,618.06,Mombasa,Ios,Safaricom,individual,0,0,0,2024-06-01 05:22:00,5,5,2024-06-01,Morning,1,618.06,618.06,0.0,0,0,0.17073250187463926,0,0.3119429907283789,0,0.012495220096426302,0,0
TX103244,user_3230,Buy Airtime,782.61,Garissa,Android,Telkom Kenya,individual,0,0,0,2024-06-01 05:26:00,5,5,2024-06-01,Morning,2,851.915,1703.83,-69.30499999999995,0,0,0.08100873530111063,0,0.24858254463182672,0,0.01355079473484968,0,0
TX101396,user_7635,Withdraw Cash,4716.69,Nakuru,Feature Phone,Airtel,individual,0,0,0,2024-06-01 05:27:00,5,5,2024-06-01,Morning,3,3778.843333333333,11336.53,937.8466666666668,0,0,0.08574198591459985,0,0.1257920134679658,0,0.027433950619799308,0,0
TX101935,user_6542,Send Money,2903.59,Eldoret,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 05:27:00,5,5,2024-06-01,Morning,1,2903.59,2903.59,0.0,0,0,0.12769723817380796,0,0.25919687362666716,0,0.009074125394084741,0,0
TX100979,user_2759,Pay Bill,5194.75,Nyeri,Feature Phone,Safaricom,agent,0,0,0,2024-06-01 05:28:00,5,5,2024-06-01,Morning,1,5194.75,5194.75,0.0,0,0,0.41047485652888327,0,0.27952746599029227,0,0.05465953590935542,0,0
TX100785,user_6342,Send Money,10759.4,Thika,Ios,Airtel,individual,0,0,0,2024-06-01 05:30:00,5,5,2024-06-01,Morning,2,8161.875,16323.75,2597.525,0,1,0.2589161033196348,0,0.18801738637171575,0,0.042048613774210965,0,0
TX104773,user_2353,Withdraw Cash,1129.26,Machakos,Feature Phone,Airtel,agent,0,0,0,2024-06-01 05:38:00,5,5,2024-06-01,Morning,4,3764.71,15058.84,-2635.45,0,0,0.4369766977218541,0,0.2186820345954988,0,0.09052827093317099,0,0
TX100589,user_6713,Deposit Cash,9081.97,Garissa,Feature Phone,Safaricom,individual,0,0,0,2024-06-01 05:41:00,5,5,2024-06-01,Morning,1,9081.97,9081.97,0.0,0,0,0.1718770591262251,0,0.3087732657080834,0,0.03538825063782378,0,0
TX103715,user_3103,Pay Bill,2284.85,Mombasa,Ios,Airtel,individual,0,0,0,2024-06-01 05:42:00,5,5,2024-06-01,Morning,1,2284.85,2284.85,0.0,0,0,0.1871715430535519,0,0.2668151600057369,0,0.006631301256679749,0,0
TX107584,user_2885,Withdraw Cash,7105.5,Garissa,Feature Phone,Airtel,agent,0,0,0,2024-06-01 06:04:00,6,5,2024-06-01,Morning,2,5496.295,10992.59,1609.205,0,0,0.4054189186352798,0,0.18767265438669345,0,0.05906663070213296,0,0
